,Unnamed: 0,count,hate_speech,offensive_language,neither,class,tweet
17022,17412,3,2,1,0,1,RT @RakwonOGOD: U hoes going to church this morning like y'all wasn't busting it wide open for niggas about 4 hours ago
17103,17493,3,2,1,0,1,RT @Ride907: If some little fucking faggot spits in my food I swear to god id tear your fucking arms off http://t.co/EQociANZ77
17104,17495,3,2,1,0,1,RT @RihannaHasAids: aight game over. dykes had to ruin it http://t.co/o0CAn6gb1p
17128,17519,3,3,0,0,1,"RT @RollingWithTrin: ""1, 2, 3, 4, how many niggers are in my store? I knowwww you're stealing!"" &#128514;&#128514;&#128514;"
17134,17525,3,2,1,0,1,RT @RosieZaya1: Ur fucking white trash
17152,17543,3,2,1,0,1,RT @SAMMI_boyden: Fucking James tried to tell me Jawga Boys sucked. I went ape shit dude @savanigga @OfficialDThrash @jawgaboyz
17174,17566,3,2,1,0,1,RT @STROCORLEONE @ThoughtsOfRandy @Yummys_World all deze hoes got past demons in em... YOLO nigga lol + Hahahahaha
17176,17568,6,4,2,0,1,"RT @SUCKEDOFF: 3 MOST COMMON WHITE PEOPLE ACTIVITIES:

1. Wearing Tapout

2. Shooting up schools

3. Calling you a nigger on Xbox"
17186,17578,3,2,0,1,1,RT @SalamanCode: Proof that thots are retarded. http://t.co/rHJSlL9i9f
17187,17579,3,2,1,0,1,"RT @SalomaeSadiqa: It's because you can't bend me, you can't buy me and you can't make me into your nigger! #Farrakhan #TheTime"
17190,17582,3,2,0,1,1,RT @Sam_James3: @will123_william @haydenhill13 @aknadnrye @khalilreed I don't care tho cracker
17226,17618,3,2,1,0,1,RT @SeanPrice: This nigger tattoo show is horrible
17257,17650,3,3,0,0,1,"RT @Seymor_Buccs: Man, most of you coons couldn't jus up in quit yo job, if you found out ya boss racist, so shut tha fucc up. Niggas love &#8230;"
17335,17730,3,2,1,0,1,"RT @Slanguage: Stop flattering yourself, bitch. The only fan you have is on your ceiling."
17355,17750,3,2,1,0,1,RT @SnipersInPeril: @ShinSnipes happy birthday my little cotton picker
17358,17753,3,2,1,0,1,"RT @SnowThaProduct: i can do somethin good but im always gon be a ""wetback"" coo.. &#9996;"
17445,17842,3,2,1,0,1,"RT @SteveStfler: ur a faggot if you change your name to your bday just so you can get bday tweets. this aint FB nigga, fuck yo birthday"
17488,17886,6,5,1,0,1,RT @SwaaggyyV: Fucking chinks in Clash of Clans always fuck me up. Bitch ass kamikaze faggots.
17509,17908,3,2,1,0,1,RT @TAXSTONE: Niggaz like all them naked bitches on IG pics NIGGAZ DONT LOVE EM
17552,17951,3,3,0,0,1,RT @Tae_Rhodes: &#8220;@kim92493: &#8220;@Tae_Rhodes: @kim92493 @patpatbush uhhh you've been judged&#8221; it happens. #whitepower...I'll hang you nigger&#8221; wo&#8230;
17558,17957,3,2,1,0,1,RT @TankTopshotta: A real nigga gone teach his bitch the game not run it on her &#128582;&#128130;&#128520;
17582,17981,3,2,1,0,1,RT @Tease: RT or you're a fag. http://t.co/4Ol82rdeqX
17606,18005,3,2,1,0,1,"RT @ThatBajanKidd: #NeverAskABlackPerson if her hair is hers . she will hit you with a ""bitch i bought it , so it's mine"" ."
17627,18026,3,2,0,1,1,RT @TheAfricanSiren: Automatically suspicious of white folk who try too hard to show they like us darkies.
17643,18043,3,2,1,0,1,RT @TheChrisCates: Look at this faggot http://t.co/db7SIri8qg
17695,18095,3,2,0,1,1,"RT @TheOnlyReed: IDC what phone u got, lol silly nigger"
17757,18158,3,3,0,0,1,"RT @Theprinceofnj: &#8220;@SMCo71: "" if you aint bout that Murder Game pussy nigga shut up ""&#8221;252 GANG &#128514;&#128514;&#128514;&#128514;&#128514;"
17787,18188,3,2,1,0,1,"RT @Tiqqz: @ShinSnipes i woke up with a sore throat, im cold, niggers will be niggers. so terrible"
17808,18210,3,2,1,0,1,"RT @TooRacist: Some black guy at my school asked if there were colored printers in the library.

""It's 2014 man you can use any printer you&#8230;"
17812,18214,3,3,0,0,1,RT @TopBlokeBill: Are you Justin Beiber? Because your a Fucken gay cunt @Arii_nV http://t.co/pgHISyDEyB
17814,18216,3,3,0,0,1,"RT @TorahBlaze: @1SonofYahweh they should be ashamed of themselves. I'll be single for life before I fuck w a nasty, faggot ass white man."
17820,18222,3,2,1,0,1,RT @ToyaMiani: The reason you called Jesus a monkey is because you knew he was not your color #Farrakhan#TheTime
17859,18261,3,2,1,0,1,RT @TrueNovacane: Only pussy niggas wouldn't fuck with a chick if she has stretch marks..
17908,18310,3,2,1,0,1,"RT @Tyler_Weddle_23: &#8220;@Sexualgif: ""I hate that hoe already"" &#128514;&#128128; http://t.co/JzBcCsn75h&#8221; &#128514;&#128514;&#128514; this shit cracks me up!"
17917,18319,3,2,1,0,1,RT @UNCLERUCKUS_BD: Being a nigger isn't a color it's a state of mind
17943,18345,3,2,1,0,1,RT @Unorthodex: Nah I hate white people now since he looks like a dyke RT @ElBasedParko: I think he just ended racism http://t.co/VgjYHn4bvt
17964,18367,3,3,0,0,1,RT @VaTxn: Illegal alien is not a race. It's a crime. @MuchoMacho @McDonalds @jeandeaux1776 @cspanwj #wetbacks http://t.co/pf2YpelyOP
17993,18397,3,2,1,0,1,RT @VillageBae: I hate when faggots talk shit on here then block me so I can't respond. Bitch I will write you a letter with my response an&#8230;
18020,18424,4,3,1,0,1,RT @WaavyLee: His balls ashy RT @Yattabing: @Trelaire1st: Real women do this http://t.co/VG5DBqH8aT&#8221; and real faggots let em do that.. Smh
18038,18442,3,2,1,0,1,RT @Wayne__Da__Boss: I hate a bitch dat act like a nigga. &#128530;
18062,18466,3,2,1,0,1,RT @WhitesOnly_1: #niggers! http://t.co/Hb3uJaLky2
18085,18489,3,2,1,0,1,RT @Woody_AFC: @MANIAC3X @_WhitePonyJr_ lmaoooo what a bunch of fags
18087,18491,3,2,0,1,1,RT @Woody_AFC: I saw a great chimpout 2 summers ago. A middle aged Salvadoran and his 15 Yr old son got wasted by 6 beaners at the metlife &#8230;
18110,18515,3,2,1,0,1,RT @XdalovelyTishai: Most of these niggas go broke for these hoes
18121,18526,3,2,1,0,1,RT @YABOYLILB: If I ride up to your bitch in these then... homie consider yourself a single nigga. http://t.co/dTJY9RHtdF
18181,18586,3,2,1,0,1,RT @YoShortyMa: I'll kill this bitch no hesitation http://t.co/UxePa9LVi5
18235,18640,3,2,1,0,1,RT @_2kkz: This faggit bitch tried to say she hoe'd for hd bearfaced bitch yusa fag
18263,18669,3,2,1,0,1,"RT @_Cashhhhhh: Was deleting this pic until I realized a dike in the back ground dressed like a nigga with wedges on &#128514; , bitch I'm &#128128; http:/&#8230;"
18264,18670,3,2,1,0,1,RT @_ChickenGeorge: DEAD!!&#128128;&#8220;@TAkeme2CHINA: &#128553; RT @PEagles14: When ur fuckin and her pussy stank but u have really good friends........... ht&#8230;
18267,18673,3,2,1,0,1,RT @_CollegeHumor_: i fully support same-sex marriage but i'll never stop calling my friends faggots
18360,18769,3,2,1,0,1,"RT @_VodkaThoughts_: ""Light beer? You mean faggot piss?"" -Overly Powered Man"
18377,18786,3,2,1,0,1,RT @__J_R: Smh nigga is mildly retarded RT @Thotcho: LMFAO RT @JustDoJ: If Griff wasn&#8217;t injuries we&#8217;d legit be 6-1
18406,18815,3,2,1,0,1,RT @__bettyboo: You better pray I don't send your nudes out bitch
18427,18836,3,2,1,0,1,RT @_asslxrd_: my inner nigger is coming out
18456,18865,3,2,1,0,1,RT @_iHATEMOON: All these bitches &amp; niggaz with they imaginary haters .....
18477,18886,3,2,0,1,1,RT @_missvain: Lmfaooooo &gt;RT @sirTurn3r: Lmaoo Thats what u got from this? RT @waddupivy: Dougie be yamming the coon all that beat boxing &#128553;
18483,18892,3,2,1,0,1,"RT @_politeASSHOLE: 4) Only pussy niggas who suck dick cry about someone being in their mentions, tweet the person then cry again about the&#8230;"
18499,18908,3,3,0,0,1,RT @_tiffnasty: Why do y'all niggas entertain that Nicole bitch? I don't see how y'all can ever take a bitch that posted naked pics serious&#8230;
18525,18934,3,2,1,0,1,RT @ajade___: everybody tryna fuck the next nigga bitch not knowin that his bitch is the next nigga bitch &#128586;&#128566;
18536,18945,3,2,1,0,1,RT @alexishope_2014: You got niggas &amp; I got bitches but I want you... &#128149;&#127926;
18557,18966,3,2,1,0,1,RT @amour_tajiana: Only fuck niggas would wanna continue to mess with these messy ass bitches vs. somebody who HAS been down for them all a&#8230;
18573,18982,3,2,1,0,1,RT @anthonycampos23: Lebron your still a bitch you suck nigger hope you die
18574,18983,3,2,0,1,1,RT @anticvlum: @NoneShallPass97 trash eating trash
18600,19011,3,2,1,0,1,"RT @aychmoore: most teachers abuse their position, there's teaching with discipline and there's being a cunt, most are cunts"
18625,19036,3,2,1,0,1,RT @bankheist: you're a retard @ShawnaCarr99
18641,19053,3,2,1,0,1,RT @beethetranny: can we please stop talking about how some scumbag faggots mugshot is sexy? you dumb whores.
18676,19090,3,2,1,0,1,"RT @boburnham: In the future, gay culture will be considered cool by America's teens and instead of wiggers there will be straggots."
18770,19186,3,3,0,0,1,RT @cigarsNscotch: What's black and yellow and not going to win this year? WRONG! The answer is Tiger Woods.
18789,19205,3,2,1,0,1,RT @connorbagen: You know she's a dyke when she asks for men's golf clubs
18890,19309,3,2,1,0,1,"RT @dirtyimage: @Tronkitty not just cause of hoes, go to jail cause of fucking up hoes bloody n making them call you head honcho"
18891,19310,3,2,1,0,1,RT @dirtyskimask: Lmaooo Friday After Next? &#8220;@1stName_Bravo: You like that yo son's a fag?&#8221;
18938,19357,3,2,1,0,1,"RT @dxpperjay: You assholes know that referring to a girl as ""bitch"" doesn't make your dick any bigger, right?"
19015,19439,3,2,1,0,1,RT @frankthetank215: There might be a couple cotton pickers on the spurs but they all play unselfish white man basketball
19043,19467,3,2,0,1,1,"RT @ghostattics: ""what can banks do to show engagement with the queer community?"" ""HIRE TRANS WOMEN"""
19075,19500,3,2,1,0,1,RT @halfricannnnn: nigger
19077,19502,3,3,0,0,1,RT @harmon_lauren: Jenna's a faggot
19136,19562,6,6,0,0,1,RT @iBeZo: Stupid fucking nigger LeBron. You flopping stupid jungle bunny monkey faggot.
19160,19586,3,3,0,0,1,RT @iDntWearCondoms: Stop stalkin your girl social media u bitch ass nigga
19229,19657,3,2,1,0,1,RT @iceyy505: I HATE hoe ass people.
19245,19673,3,2,1,0,1,RT @imDOPE_GetHigh: @Whackko man some lame niggah when I find him I'm unfollowing TF out his ass!
19260,19689,3,2,1,0,1,"RT @iowahawkblog: ""I love cripples! Look at all these fucking cripples! Goddamit I'm a people person!"" https://t.co/XCLA5xPmLX"
19303,19732,3,3,0,0,1,RT @ivanrabago_: @staycoolwheels @Studhardt22 Joshua is a faggot. Just suspend him on those grounds
19326,19755,3,2,1,0,1,RT @jasminee_gamboa: hoes will be hoes .
19332,19761,3,2,1,0,1,RT @jaymesshaylan: fuuck jalens a slow bitch!
19351,19780,3,2,1,0,1,"RT @jerrilyn71: ""@HistoryGoon: hey dicklicker! it says im happily divorced not bitter! homophobic? im not scared of queers..i hate em! fudg&#8230;"
19358,19787,3,2,1,0,1,RT @jezzzz_: &#8220;@Ginga_Snaps13: @jezzzz_ @ShitPussiesSay Jessica I'm not afraid to slit your throat tomorrow&#8221; @RitenourSchools @BarackObama @&#8230;
19367,19796,3,2,0,1,1,RT @jjauthor: US ghettos-driven by liberal ideology; forged by unions &amp; bankrupted by self-serving Dems catering to parasites!#tcot http://&#8230;
19389,19819,3,2,1,0,1,RT @julia_rodd: When kennies angry he talks like a ghetto black man and I really don't even think he notices HAHAHAHAHAHAHA I'm laughing @ &#8230;
19413,19843,3,2,1,0,1,"RT @kcarmouche: How you real, don't put NO money on you nigga books? But chu buy a bitch Chanel just to hit the Puss!"
19427,19859,3,2,1,0,1,RT @kevnasto: I would rather fuck a fat chick than allow a nigger into my house.
19439,19871,3,2,1,0,1,RT @kiddsmy_pyt: You have a new boyfriend every week.. Tf you doin hoe?
19466,19899,3,2,1,0,1,"RT @kristajayMFC: No mom. Im not ""dramatic /immature"" i just have fucking mental problems and youre a bitch and a cunt."
19475,19908,3,2,1,0,1,"RT @kwagiheath: It's ""Comfortable"" but niccas like me say ""Com-tha-ble""...smh"
19515,19949,3,2,1,0,1,RT @librarianknight: More queer lady Templars. That's my point.
19518,19952,3,3,0,0,1,"RT @lightskin_chink: This vine still funny as shit to me &#128557;&#128557;&#128514;""How many niggers are in my store""? https://t.co/t7rUJTKEi1"
19527,19961,3,2,1,0,1,RT @lildurk_: I don't fuck with bitch niggas I only fuck niggas bitches&#128556;
19564,19999,3,2,1,0,1,RT @lmfaohilarious: Never go full retard http://t.co/LMk3TX5ViC
19630,20067,3,2,1,0,1,RT @markiiejay: You got niggas &amp; i got bitches
19638,20075,3,2,0,1,1,"RT @marylene58: ""@maggietanquary: shes one of the ugliest women Ive ever seen. Cross between a reptile and a crow."" http://t.co/jsyAoguP4S"
19654,20091,3,2,1,0,1,"RT @meaghanyockey: ""@savanaharanda: Is you a girl or a guy is you my mom or is you my dad ?"" Im a butch dyke"
19683,20120,3,2,1,0,1,"RT @milesfan79: realest tweet i seen today RT @SoopSoo: &#8230;. Dyke bitches are rehab for hoes.And once im healed,back to the dick I go"
19697,20134,3,2,1,0,1,RT @mitchmancuso: @BrantPrintup:What straight guys take a picture of themselves naked in a hot tun.What fags @jakesiwy @Ryan_Murphy3 @Randy&#8230;
19709,20146,3,2,1,0,1,RT @monnetteee: If you like After Romeo chances are I think you're a faggot.
19729,20167,3,2,1,0,1,RT @natal_mendoz: Whore slut cunt bitch nigga
19746,20185,3,3,0,0,1,RT @nick_pertile: Oh my goodness do I hate Chinese people. Fucking zipperheads
19777,20217,3,2,1,0,1,"RT @obeyyreggie: stfu hoe RT &#8220;@tedddydgaf: ""I'm proud to be African American"" 
- Proud African American

""I'm proud to be white"" 
- Racist
&#8230;"
19779,20219,3,2,0,1,1,RT @occdissent: Ann Coulter admits on FOX News that America has a negro problem. #crime #tcot #gettingreal
19880,20321,3,2,1,0,1,RT @rachael_goss: Who wants to chill on campus w me &amp; throw bibles at bitches taking the walk of shame&#10067;&#10068;
19897,20338,6,3,2,1,1,RT @realist_iLLest: Mine too &#128513;&#128588;&#128076; RT &#8220;@187XO_: This ma niggah @trigga_tre123 &#128076;&#8221;
19955,20396,3,2,1,0,1,RT @s_bitchy: Bitches be fallin so Inlove w. Niggass &amp; then he go get a new bitch &amp; they try go get a new nigga to try to forget about the &#8230;
19960,20401,3,3,0,0,1,RT @salmeron_bryan: You're not the father ! What every Mexican/nigger loves to hear.
19962,20403,3,2,1,0,1,RT @salomanizor: Too many faggots on here that think they can address me by my first name
19968,20409,3,2,1,0,1,RT @saramariewelch: Been my main nigguh since digital camera selfies @thorpe_emily http://t.co/XiQiRbQ7mP
19980,20422,3,3,0,0,1,"RT @sblmnl_crmnl: @woods_lamar shut your nigger ass, lamar"
20006,20449,3,3,0,0,1,RT @sheemteam97: Fuck the Islamic State!! We will kill those cunts&#127468;&#127463;
20046,20489,3,3,0,0,1,RT @sorryimalex: I got called a faggot for buying girl toms so now I'm gonna fuck that person in the ass
20068,20513,3,2,1,0,1,RT @stepheeezyy: Rt *nigga *bitch *him &#8220;@187XO_: ' I will never date a female with another niggah name on her lol . Wtf .&#8221;
20097,20542,3,2,1,0,1,RT @taylor_TM: @PacmanJonez @PhilWOTG you the whitest person on my TL but you always so ghetto. Im sick of it
20128,20573,3,2,1,0,1,RT @theChefBoyRD: @victoriaaa_lee @anniespringer_ ew she's so ugly who is that hoe
20225,20670,3,2,0,1,1,"RT @trentlilweezy: ""you are trash""

me: http://t.co/nX2tqImO2a"
20252,20697,3,3,0,0,1,"RT @twerkn4boba: "" fuck you say bitch? I will kill you "" http://t.co/3EiGzh6Q13"
20261,20706,3,2,1,0,1,"RT @ugIycutie: one, two, three, four, how many niggers are in my store?"
20266,20711,3,2,0,1,1,RT @uncledaddy69: @weakenednachos California's biggest retards. Don't forget about HOLY who just released an amazing EP.
20269,20714,3,3,0,0,1,"RT @useemitch: 1, 2, 3, 4... how many niggers are in my store, I knooooooow your stealing! &#128514;&#128514;&#128514;"
20274,20719,3,2,1,0,1,RT @veeveeveeveevee: If I was Obama Id call a press conference &amp; slit joe bidens neck on live tv just 2 show these crackers I mean business&#8230;
20297,20742,3,2,1,0,1,"RT @vodkapapixo: Black girls have never been into me. I guess cause I don't call them hoes, sell drug's or shoot niggas o well."
20325,20771,3,3,0,0,1,"RT @wisdom_spewed: No, you stupid redneck, ""Animal Husbandry"" does NOT mean you can get hitched to your blue tick hound, Misty."
20362,20808,3,2,1,0,1,RT @xDSmooth: The way this niggah just flinched at this movie was #priceless @1BookieG
20436,20882,3,2,1,0,1,RT @zachpiecowiak: @Eddie_Sativa87 you're a fucking queer
20453,20899,6,4,0,2,1,"RT!
COMMENCE CARPET BOMBING! All #Iraq soldiers in this video http://t.co/7oLD2eDB1R executed by Jihadis from #Tunis http://t.co/02E1cEOE3z&#8221;"
20456,20902,3,2,1,0,1,RT'in your own shit now pussy what a joke you'd end up just like all the rest no show chicken shit mother fucker
20470,20916,3,2,1,0,1,Raunchy ass hoe.
20538,20985,3,2,0,1,1,Roman Catholics in the US are trash. They give Catholics in Europe a bad name.
20545,20992,3,2,1,0,1,"Roses be red
Orchids be bigger 
Donts tell yo daddy
You fuckin a nigger 
#VDdie"
20576,21023,3,2,1,0,1,"S/O to my favorite nigger to work on the plantation @Pretty_WarZone just remember next time, ask for the watermelon. Dont steal it."
20588,21036,3,2,1,0,1,"SIR. PLEASE go text your Mexican bitch, because I'm not Finna deal witcho childish ass &#128514;"
20593,21041,3,2,1,0,1,STFU BORIS FAGJO! RT @Maxin_Betha Cause he a faggot!! Makes sense now right?? RT @ChannyMaraj Bran prolly real nurturing lol
20610,21058,3,2,1,0,1,"Same reason u look like anthony davis with them eyebrows""@RyanH_Slick: Why the fuck do niggers act so different when girls are around?:-S"""
20633,21081,3,2,1,0,1,Scandal: A Negro Bed Wench's Fairy-tale and propaganda: http://t.co/tp1Sa5u8uO via @YouTube: A must see for Hebrew Daughters of Zion!
20648,21096,3,3,0,0,1,"Seattle Mayoral Election this year. A choice between a bunch of women, non-whites, and faggots/fag lovers.
http://t.co/rwhgMRLaZX"
